title,rating,body,y,cleaned_reviews,classes,cleaned_reviews_1,polarity,polarity_class
Umbra Conceal Wall Book Shelf,3,this conceal wall book shelf could only take lightweight books  as such i dont think its that practical at all,1,conceal wall book shelf could take lightweight book dont think practic,moderate,"['conceal', 'wall', 'book', 'shelf', 'lightweight', 'book', 'think', 'practic']",0,neutral
"Good, but not Great",3,overall i do like them however they dont hold nearly as much as they claim also they dont hold large books at all i put a lightweight textbook on it and it flexed way down it wasnt from the weight but the size they look pretty cool once they are up though i just wish they were as strong as they claim and could hold larger books,1,overal like howev dont hold nearli much claim also dont hold larg book put lightweight textbook flex way wasnt weight size look pretti cool though wish strong claim could hold larger book,moderate,"['overal', 'like', 'howev', 'hold', 'nearli', 'claim', 'hold', 'larg', 'book', 'lightweight', 'textbook', 'flex', 'way', 'weight', 'size', 'look', 'pretti', 'cool', 'wish', 'strong', 'claim', 'hold', 'large', 'book']",0.2458333333,positive
Great Product - Little to Expensive,3,really cool and high quality  that being said it gets really expensive if you want to really decorate a wall  they really need to offer some packages with discounts,1,realli cool high qualiti said get realli expens want realli decor wall realli need offer packag discount,moderate,"['realli', 'cool', 'high', 'qualiti', 'say', 'realli', 'expen', 'want', 'realli', 'decor', 'wall', 'realli', 'need', 'offer', 'packag', 'discount']",0.255,positive
One Star,1,the screw provided with it completely broke when putting it into the wall i cant even use it,0,screw provid complet broke put wall cant even use,bad,"['screw', 'provid', 'complet', 'break', 'wall', 'use']",0,neutral
"Too Flimsy, 1 out of 4 worked but it hardly holds anything",1,i had 4 of these shelves and only one worked out  for one the shelf was bent upon arrival  i tried to bend it back but it didnt work i then tried to use a screw with a large head and that didnt work  the shelf is just flimsy  i finally got the shelf in the wall but it only took one book to have the screws falling out of the drywall  the single bookshelves have a larger plate against the wall and it is needed for this shelf as well  also the plate where the screws go needs to be better quality or needs to have a backer rod of some sort to prevent it from bending  the one shelf that i did get up is doing okay with a small book collection of very light books i purchased this to save room but this double shelf holds less than the singles  its a great idea and i really like the singles  it just didnt work out for me,0,shelv one work one shelf bent upon arriv tri bend back didnt work tri use screw larg head didnt work shelf flimsi final got shelf wall took one book screw fall drywal singl bookshelv larger plate wall need shelf well also plate screw go need better qualiti need backer rod sort prevent bend one shelf get okay small book collect light book purchas save room doubl shelf hold less singl great idea realli like singl didnt work,bad,"['shelv', 'work', 'shelf', 'bent', 'arriv', 'tri', 'bend', 'work', 'tri', 'use', 'screw', 'larg', 'head', 'work', 'shelf', 'flimsi', 'final', 'get', 'shelf', 'wall', 'take', 'book', 'screw', 'fall', 'drywal', 'singl', 'bookshelv', 'large', 'plate', 'wall', 'need', 'shelf', 'plate', 'screw', 'need', 'well', 'qualiti', 'need', 'backer', 'rod', 'sort', 'prevent', 'bend', 'shelf', 'okay', 'small', 'book', 'collect', 'light', 'book', 'purcha', 'save', 'room', 'doubl', 'shelf', 'hold', 'singl', 'great', 'idea', 'realli', 'like', 'singl', 'work']",0.1981481481,positive
Not made very well.,3,nice idea not very study and one side slopes differently than the other,1,nice idea studi one side slope differ,moderate,"['nice', 'idea', 'studi', 'slope', 'differ']",0.6,positive
Soft back books?,3,im having a difficult time keeping soft back books cover in the very small bump that makes the shelves so cool ive bought the small large and double hard back books have no problem overall tho this is a cool and unique way to kick up an office and have something different on displayand to show off your favorite books,1,im difficult time keep soft back book cover small bump make shelv cool ive bought small larg doubl hard back book problem overal tho cool uniqu way kick offic someth differ displayand show favorit book,moderate,"['difficult', 'time', 'soft', 'book', 'cover', 'small', 'bump', 'shelv', 'cool', 'buy', 'small', 'larg', 'doubl', 'hard', 'book', 'problem', 'overal', 'tho', 'cool', 'uniqu', 'way', 'kick', 'offic', 'someth', 'differ', 'displayand', 'favorit', 'book']",-0.05462962963,negative
you don't get much for your money,2,poor value for the money,0,poor valu money,bad,"['poor', 'valu', 'money']",-0.4,negative
Three Stars,3,its a shelf  but works and ok,1,shelf work ok,moderate,"['shelf', 'work']",0.5,positive
One Star,1,could not get this to work for me at all,0,could get work,bad,['work'],0,neutral
"Flimsy, go with the single shelves",1,we have all of our books in our office on umbra conceal floating shelves  unfortunately the double shelf is way too flimsy to hold any weight at all and it is obvious why when you compare to the design of the single shelves  you need a much larger metal piece against the wall to support any books,0,book offic umbra conceal float shelv unfortun doubl shelf way flimsi hold weight obviou compar design singl shelv need much larger metal piec wall support book,bad,"['book', 'offic', 'umbra', 'conceal', 'float', 'shelv', 'unfortun', 'doubl', 'shelf', 'way', 'flimsi', 'hold', 'weight', 'obviou', 'compar', 'design', 'singl', 'shelv', 'need', 'large', 'metal', 'piec', 'wall', 'support', 'book']",0,neutral
Not very stable,2,even with the included anchors and mounting kit this shelf isnt as stable as the other umbra shelves and holds less weight reliably,0,even includ anchor mount kit shelf isnt stabl umbra shelv hold less weight reliabl,bad,"['includ', 'anchor', 'mount', 'kit', 'shelf', 'stabl', 'umbra', 'shelv', 'hold', 'weight', 'reliabl']",-0.1666666667,negative
Otherwise it works fine.,3,i guess i shouldve just measured it but this really only fits textbooks otherwise it works fine,1,guess shouldv measur realli fit textbook otherwis work fine,moderate,"['guess', 'shouldv', 'measur', 'realli', 'fit', 'textbook', 'otherwis', 'work', 'fine']",0.4083333333,positive
"Poor Quality, bends easily",1,the double wall book shelf unit bends awfully easily so be careful when i was drilling it into the wall the head of the screw broke off and the remainder of it stayed in the wall the screws and the shelf is made pretty poorly,0,doubl wall book shelf unit bend aw easili care drill wall head screw broke remaind stay wall screw shelf made pretti poorli,bad,"['doubl', 'wall', 'book', 'shelf', 'unit', 'bend', 'easili', 'care', 'drill', 'wall', 'head', 'screw', 'break', 'remaind', 'stay', 'wall', 'screw', 'shelf', 'pretti', 'poorli']",0,neutral
Two Stars,2,it wasnt able to hold our books so we had to return it,0,wasnt abl hold book return,bad,"['abl', 'hold', 'book', 'return']",0,neutral
Directions?,2,it does not come with directions on how to mount or put it together,0,come direct mount put togeth,bad,"['come', 'direct', 'mount', 'togeth']",0.1,positive
Apparently sloppy quality control lately,2,i have ordered several of these months ago and like themhowever my last 2 orders were missing the mounting hardware screws  plastic jackets,0,order sever month ago like themhowev last order miss mount hardwar screw plastic jacket,bad,"['order', 'sever', 'month', 'ago', 'like', 'themhowev', 'order', 'miss', 'mount', 'hardwar', 'screw', 'plastic', 'jacket']",0,neutral
Too big. Make sure you measure appropriately.,3,whoops i forgot to measure ended up being much bigger than i needed,1,whoop forgot measur end much bigger need,moderate,"['whoop', 'forget', 'measur', 'end', 'big', 'need']",0,neutral
Great except faulty screw,3,worked great however one of the screws heads was not indentedi couldnt put my screwdriver in it so i had to go buy some from a hard ware store,1,work great howev one screw head indentedi couldnt put screwdriv go buy hard ware store,moderate,"['work', 'great', 'howev', 'screw', 'head', 'indentedi', 'screwdriv', 'buy', 'hard', 'ware', 'store']",0.2541666667,positive
Limp bookshelf,1,bends visibly with not much loading,0,bend visibl much load,bad,"['bend', 'visibl', 'load']",0.2,positive
"cool idea, poor design",1,there is no way this can support any substantial books cool idea poor design again i am frustrated that amazon is carrying such trash,0,way support substanti book cool idea poor design frustrat amazon carri trash,bad,"['way', 'support', 'substanti', 'book', 'cool', 'idea', 'poor', 'design', 'frustrat', 'amazon', 'carri', 'trash']",-0.025,negative
Too big of a shelf,2,the shelf itself works fine and does its job the problem is it is way to big for the books i was looking to put on it i need the smaller size down hoping i can switch them,0,shelf work fine job problem way big book look put need smaller size hope switch,bad,"['shelf', 'work', 'fine', 'job', 'problem', 'way', 'big', 'book', 'look', 'need', 'small', 'size', 'hope', 'switch']",0.1388888889,positive
It looks cute,3,it was easy to install just 2 screws and i have about 14 books in various sizes on it and it still holds up,1,easi instal screw book variou size still hold,moderate,"['easi', 'instal', 'screw', 'book', 'variou', 'size', 'hold']",0,neutral
Two Stars,2,unless you are using tiny paperbacks this thing bends and cannot support any type of substantial weight,0,unless use tini paperback thing bend cannot support type substanti weight,bad,"['use', 'tini', 'paperback', 'thing', 'bend', 'support', 'type', 'substanti', 'weight']",0,neutral
floating bookshelf,3,we found it difficult to keep the bottom book on correctly maybe it needs to be a specific size good idea and we are using them,1,found difficult keep bottom book correctli mayb need specif size good idea use,moderate,"['find', 'difficult', 'book', 'correctli', 'mayb', 'need', 'specif', 'size', 'good', 'idea', 'use']",0.1,positive
Go for the single set,3,after putting national geographic magazines on it one side sagged lower than the other oh also the item states that hardware is included but there were none to be found do not buy this particular item youre better off buying the cheaper single versions,1,put nation geograph magazin one side sag lower oh also item state hardwar includ none found buy particular item your better buy cheaper singl version,moderate,"['nation', 'geograph', 'magazin', 'sag', 'low', 'item', 'state', 'hardwar', 'includ', 'find', 'buy', 'particular', 'item', 'well', 'buy', 'cheap', 'singl', 'version']",0.3333333333,positive
Three Stars,3,does not stick to wall as advertised and falls off even at 3 to 4 pound weight,1,stick wall advertis fall even pound weight,moderate,"['stick', 'wall', 'advertis', 'fall', 'pound', 'weight']",0,neutral
Nice product but watch out for the size,1,this review is for the sellers customer service nd not for the product i didnt realize how large the large brackets were until i had already installed the plastic anchors on my wall once i realized i needed smaller brackets to fit normal sized books i asked seller to let me exchange the brackets while keeping the current hardware so i wouldnt have to damage my walls by prying out the anchors currently installed seller says i cannot exchange the item because i have to return all the pieces this makes no sense if im only requesting an exchange of the brackets nice product but watch out for the size id rate 5 stars for the product and one star for the customer service,0,review seller custom servic nd product didnt realiz larg larg bracket alreadi instal plastic anchor wall realiz need smaller bracket fit normal size book ask seller let exchang bracket keep current hardwar wouldnt damag wall pri anchor current instal seller say cannot exchang item return piec make sens im request exchang bracket nice product watch size id rate star product one star custom servic,bad,"['review', 'seller', 'custom', 'servic', 'product', 'realiz', 'larg', 'larg', 'bracket', 'alreadi', 'instal', 'plastic', 'anchor', 'wall', 'realiz', 'need', 'small', 'bracket', 'fit', 'normal', 'size', 'book', 'ask', 'seller', 'let', 'exchang', 'bracket', 'current', 'hardwar', 'damag', 'wall', 'pri', 'anchor', 'current', 'instal', 'seller', 'exchang', 'item', 'return', 'piec', 'sen', 'request', 'exchang', 'bracket', 'nice', 'product', 'watch', 'size', 'rate', 'star', 'product', 'star', 'custom', 'servic']",0.1916666667,positive
Does not hold nearly the amount of weight it claims,1,i bought three of these to hold some cookbooks in my kitchen on one of them the screws dont fit the anchor and you can easily rip it out so the shelf fell completely off the wall on the others even 10 lbs of books causes it to sag unappealingly,0,bought three hold cookbook kitchen one screw dont fit anchor easili rip shelf fell complet wall other even lb book caus sag unappealingli,bad,"['buy', 'hold', 'cookbook', 'kitchen', 'screw', 'fit', 'anchor', 'easili', 'rip', 'shelf', 'fall', 'complet', 'wall', 'book', 'caus', 'sag', 'unappealingli']",0.1375,positive
Three Stars,3,did not hold childrens books well,1,hold children book well,moderate,"['hold', 'child', 'book']",0,neutral
Three Stars,3,i liked it its holding about 8 books right now,1,like hold book right,moderate,"['like', 'hold', 'book', 'right']",0.2857142857,positive
Bent with missing hardware,1,i ordered five of these and one came with the hardware needed to put them up ill have to go purchase the needed hardware one of the shelves is significantly bent im not sure i can straighten it enough to make it fit to the walla very frustrating purchase,0,order five one came hardwar need put ill go purchas need hardwar one shelv significantli bent im sure straighten enough make fit walla frustrat purchas,bad,"['order', 'come', 'hardwar', 'need', 'ill', 'purchas', 'need', 'hardwar', 'shelv', 'significantli', 'bent', 'sure', 'straighten', 'fit', 'walla', 'frustrat', 'purchas']",0.1,positive
MEASURE YOUR BOOKS BEFORE YOU BUY,1,measure the books you intend to floati bought these for my girlfriend and after looking through her literal hundreds of books not one of them has a large enough cover to fit this shelf they have to reach all the way to the wall or the tiny lip wont hold the bottom cover in place it could just be her book collection but that seems a little unreasonable,0,measur book intend floati bought girlfriend look liter hundr book one larg enough cover fit shelf reach way wall tini lip wont hold bottom cover place could book collect seem littl unreason,bad,"['measur', 'book', 'intend', 'floati', 'buy', 'girlfriend', 'look', 'liter', 'hundr', 'book', 'larg', 'cover', 'fit', 'shelf', 'reach', 'way', 'wall', 'tini', 'lip', 'hold', 'cover', 'place', 'book', 'collect', 'littl', 'unreason']",0.2,positive
Two Stars,2,good,0,good,bad,['good'],0.7,positive
I bought another from the same brand and it was perfect. This item I had to return,1,i had problems with it i bought another from the same brand and it was perfectthis item i had to return,0,problem bought anoth brand perfectthi item return,bad,"['problem', 'buy', 'anoth', 'brand', 'perfectthi', 'item', 'return']",0,neutral
Aargh!,1,bought two of these shelves  put one up and opened the second to discover the molly screws were missing  turned what should have been a quick and easy project into a paininthe a,0,bought two shelv put one open second discov molli screw miss turn quick easi project paininth,bad,"['buy', 'shelv', 'open', 'second', 'discov', 'molli', 'screw', 'miss', 'turn', 'quick', 'easi', 'project', 'paininth']",0.1111111111,positive
Pretty good,3,perfect except that the pain chipped on one section a little i think they banged into each other at my house other than that perfect heavier than i expected not that that should matter,1,perfect except pain chip one section littl think bang hous perfect heavier expect matter,moderate,"['perfect', 'pain', 'chip', 'section', 'littl', 'think', 'bang', 'hous', 'perfect', 'heavier', 'expect', 'matter']",1,positive
really made for books,3,does not meet expectations made to put books stacked on top with the bottom book hooked below the plate i needed a concealed shelf to hold a keyboard this does not fit the bill but with a few modifications it fit the bill,1,meet expect made put book stack top bottom book hook plate need conceal shelf hold keyboard fit bill modif fit bill,moderate,"['meet', 'expect', 'book', 'stack', 'book', 'hook', 'plate', 'need', 'conceal', 'shelf', 'hold', 'keyboard', 'fit', 'bill', 'modif', 'fit', 'bill']",0.4333333333,positive
Missing Screws,1,i ordered 3 of these and regrettably none of them came with any screws its upsetting because a few other people in the reviews had said it did come with screws,0,order regrett none came screw upset peopl review said come screw,bad,"['order', 'regrett', 'come', 'screw', 'upset', 'peopl', 'review', 'say', 'come', 'screw']",0,neutral
cool idea,3,cool idea this is the coolest thing i have ever seen and i cant believe i was lucky enough to find it,1,cool idea coolest thing ever seen cant believ lucki enough find,moderate,"['cool', 'idea', 'cool', 'thing', 'see', 'believ', 'lucki', 'find']",0.175,positive
Are you kidding me???,1,are you kidding me  for 14 you get a piece of bent metal and no screws are you kidding me its a cool idea but you could for the money sent 2 screws its a joke,0,kid get piec bent metal screw kid cool idea could money sent screw joke,bad,"['kid', 'piec', 'bent', 'metal', 'screw', 'kid', 'cool', 'idea', 'money', 'send', 'screw', 'joke']",0.35,positive
"Novel item, more or less for show",3,as a bookshelf its not really practical  in order for it to function as a bookshelf you basically have to designate one of your leastred large hard cover books as the main shelf and even then you have to keep something on top of it to keep it from falling off  i wish the little clip underneath was a little biggeras far as holding books goes this thing is great  you can throw one book on and then pile a few more books on top of it and itll hold them like nobodys business  getting them off obviously isnt as easy as a normal bookshelf because you have to make sure the bottom book is secure at all times and if you want to read the bottom book youll have to reconfigure the entire thing  i use it as a pretty nifty nightstand and it holds up with a big hardcover book on the bottom three light paperback books on top of that and a lamp on top of those  its very easy to knock the whole thing down though so i dont think ill put anything fragile or important on it,1,bookshelf realli practic order function bookshelf basic design one leastr larg hard cover book main shelf even keep someth top keep fall wish littl clip underneath littl biggera far hold book goe thing great throw one book pile book top itll hold like nobodi busi get obvious isnt easi normal bookshelf make sure bottom book secur time want read bottom book youll reconfigur entir thing use pretti nifti nightstand hold big hardcov book bottom three light paperback book top lamp top easi knock whole thing though dont think ill put anyth fragil import,moderate,"['bookshelf', 'realli', 'practic', 'order', 'function', 'bookshelf', 'basic', 'design', 'leastr', 'larg', 'hard', 'cover', 'book', 'main', 'shelf', 'someth', 'fall', 'wish', 'littl', 'clip', 'underneath', 'littl', 'biggera', 'far', 'hold', 'book', 'goe', 'thing', 'great', 'throw', 'book', 'pile', 'book', 'hold', 'like', 'nobodi', 'busi', 'obvious', 'easi', 'normal', 'bookshelf', 'sure', 'book', 'secur', 'time', 'want', 'read', 'book', 'reconfigur', 'entir', 'thing', 'use', 'pretti', 'nifti', 'nightstand', 'hold', 'big', 'hardcov', 'book', 'light', 'paperback', 'book', 'lamp', 'easi', 'knock', 'thing', 'think', 'ill', 'anyth', 'fragil', 'import']",0.2203125,positive
The whole point of these is that the bottom lip slips inside the back book and the little hooks at the base hold the cover up so,1,doesnt hold standard sized booksthe whole point of these is that the bottom lip slips inside the back book and the little hooks at the base hold the cover up so the shelf is hidden and your books look like they are floating  except the bottom lip is too long and therefore the bottom cover doesnt reach the hooks and i just dont understand because book width is pretty standard across the board so how on earth did you mess this up  did i just get a defective order  i cant be the only one with this problemalso  i didt receive all of the necessary hardware  my order was missing one of the screws  all around a huge disappointment,0,doesnt hold standard size booksth whole point bottom lip slip insid back book littl hook base hold cover shelf hidden book look like float except bottom lip long therefor bottom cover doesnt reach hook dont understand book width pretti standard across board earth mess get defect order cant one problemalso didt receiv necessari hardwar order miss one screw around huge disappoint,bad,"['hold', 'standard', 'size', 'booksth', 'point', 'lip', 'slip', 'insid', 'book', 'littl', 'hook', 'base', 'hold', 'cover', 'shelf', 'hide', 'book', 'look', 'like', 'float', 'lip', 'long', 'therefor', 'cover', 'reach', 'hook', 'understand', 'book', 'width', 'pretti', 'standard', 'board', 'earth', 'mess', 'defect', 'order', 'problemalso', 'didt', 'receiv', 'necessari', 'hardwar', 'order', 'miss', 'screw', 'huge', 'disappoint']",-0.06574074074,negative
Love the Concept; don't like the delivery.,2,the product details state that this shelf can hold 15 lbs and stack up to 16 inches not true you can only stack about 5 lbs and 6 inches tall or it looks like its about to tip over even with this small amount of books it still bounces if you gently touch itreally love the concept though and it looks great with the 5 cookbooks on it,0,product detail state shelf hold lb stack inch true stack lb inch tall look like tip even small amount book still bounc gentli touch itreal love concept though look great cookbook,bad,"['product', 'detail', 'state', 'shelf', 'hold', 'stack', 'inch', 'true', 'stack', 'inch', 'tall', 'look', 'like', 'tip', 'small', 'book', 'bounc', 'gentli', 'touch', 'itreal', 'love', 'concept', 'look', 'great', 'cookbook']",0.35,positive
Ok for what it is...,3,the description is wrong says pack of 12 thought it was too good to be true it is cheaper at container store,1,descript wrong say pack thought good true cheaper contain store,moderate,"['descript', 'wrong', 'pack', 'think', 'good', 'true', 'cheap', 'contain', 'store']",0.1833333333,positive
Three Stars,3,it can only hold for lightweight books,1,hold lightweight book,moderate,"['hold', 'lightweight', 'book']",0,neutral
Open and missing hardware,1,i love the product itself but it was opened and did not come with the hardware to attach to the wall so its useless,0,love product open come hardwar attach wall useless,bad,"['love', 'product', 'open', 'come', 'hardwar', 'attach', 'wall', 'useless']",0,neutral
Wall shelf probably just for books,3,i wanted it to mount on the wall and hold folded towels it just barely holds the towels wo them sliding off and if i happen to brush against the towels off they slide i know the shelf is for books but it should be multipurpose,1,want mount wall hold fold towel bare hold towel wo slide happen brush towel slide know shelf book multipurpos,moderate,"['want', 'mount', 'wall', 'hold', 'fold', 'towel', 'bare', 'hold', 'towel', 'slide', 'happen', 'brush', 'towel', 'slide', 'know', 'shelf', 'book', 'multipurpo']",0.05,positive
didn't work in my [admittedly unusual] application.,1,sad mei happen to have a rather large beam running thru my basement studio and i was thrilled at the idea that i could pile books on this shelf and then using strong magnets attach itthem to my beamdidnt work it fell out of 90 degrees immediately and then fell off when i tried to put books on it i will admit that this is not the usual way to use it but thats what i wanted to do with it,0,sad mei happen rather larg beam run thru basement studio thrill idea could pile book shelf use strong magnet attach itthem beamdidnt work fell degre immedi fell tri put book admit usual way use that want,bad,"['sad', 'mei', 'happen', 'larg', 'beam', 'run', 'basement', 'studio', 'thrill', 'idea', 'pile', 'book', 'shelf', 'use', 'strong', 'magnet', 'attach', 'itthem', 'beamdidnt', 'work', 'fall', 'degre', 'immedi', 'fall', 'tri', 'book', 'admit', 'usual', 'way', 'use', 'want']",-0.1055555556,negative
just did not work for me,2,i could not adjust it sufficiently to make thethe seat more comfortable  it is too rigid formy needs,0,could adjust suffici make theth seat comfort rigid formi need,bad,"['adjust', 'suffici', 'theth', 'seat', 'comfort', 'rigid', 'formi', 'need']",0,neutral
false info,1,the advertisement for this product is false the actual size of it is smaller than the size posted on amazon the seller wasted my time and the refund i got did not include postage,0,advertis product fals actual size smaller size post amazon seller wast time refund got includ postag,bad,"['advertis', 'product', 'fal', 'actual', 'size', 'small', 'size', 'post', 'amazon', 'seller', 'wast', 'time', 'refund', 'get', 'includ', 'postag']",0,neutral
One Star,1,worthless,0,worthless,bad,['worthless'],-0.8,negative
Does not come with screws! Beware!,2,most hated thing about this shelf it does not come with screwsso if youre a singleton or living in an apartment and want an easy fix this sooo isnt itwish they sold it with the screws to hang it included saves a trip to home depotmy shelf arrived scratched and dingy looking i wasnt impressed i like the idea and logically since its a vertical display shelf it doesnt matter if its scratched or not because you will be hiding the front scratched partbut you know what it still irritates me i know the scratch is there who could sleep knowing thattwo stars for the concept cut three for poor execution,0,hate thing shelf come screwsso your singleton live apart want easi fix sooo isnt itwish sold screw hang includ save trip home depotmi shelf arriv scratch dingi look wasnt impress like idea logic sinc vertic display shelf doesnt matter scratch hide front scratch partbut know still irrit know scratch could sleep know thattwo star concept cut three poor execut,bad,"['hate', 'thing', 'shelf', 'come', 'screwsso', 'singleton', 'live', 'apart', 'want', 'easi', 'fix', 'sooo', 'itwish', 'sell', 'screw', 'hang', 'includ', 'save', 'trip', 'home', 'depotmi', 'shelf', 'arriv', 'scratch', 'dingi', 'look', 'impress', 'like', 'idea', 'logic', 'sinc', 'vertic', 'display', 'shelf', 'matter', 'scratch', 'hide', 'scratch', 'partbut', 'know', 'irrit', 'know', 'scratch', 'sleep', 'know', 'thattwo', 'star', 'concept', 'cut', 'poor', 'execut']",-0.3545454545,negative
The single-wide versions seem to be fine but this one has a bit of a forward ...,3,my wife bought these and i hung them  we bought this and the singlewide version  the singlewide versions seem to be fine but this one has a bit of a forward slant actually nearly 10°  if you look at the singlewide version the part that gets attached to the wall  is much taller and i think therefore its more stable  the wider version doesnt have that stability  i will likely not use this for many books maybe just 2 on each side  i would highly recommend just getting two single wides and set them sidebyside,1,wife bought hung bought singlewid version singlewid version seem fine one bit forward slant actual nearli look singlewid version part get attach wall much taller think therefor stabl wider version doesnt stabil like use mani book mayb side would highli recommend get two singl wide set sidebysid,moderate,"['wife', 'buy', 'hung', 'buy', 'singlewid', 'version', 'singlewid', 'version', 'fine', 'bit', 'forward', 'slant', 'actual', 'nearli', 'look', 'singlewid', 'version', 'attach', 'wall', 'tall', 'think', 'therefor', 'stabl', 'wide', 'version', 'stabil', 'like', 'use', 'mani', 'book', 'mayb', 'highli', 'recommend', 'singl', 'wide', 'set', 'sidebysid']",0.1291666667,positive
Novel item indeed,2,couldnt agree with the reviewer that called this novel item more ore less for show more while it is a coollooking item it functions poorly even for its intended show only hard cover books look good and only if the stack of books proportionally fit within average format and then the clip is not design well enough to keep the coveri bought two when it first came out and i am using none,0,couldnt agre review call novel item ore less show coollook item function poorli even intend show hard cover book look good stack book proport fit within averag format clip design well enough keep coveri bought two first came use none,bad,"['agre', 'review', 'novel', 'item', 'ore', 'coollook', 'item', 'function', 'poorli', 'intend', 'hard', 'cover', 'book', 'look', 'good', 'stack', 'book', 'proport', 'fit', 'averag', 'format', 'clip', 'design', 'coveri', 'buy', 'come', 'use']",0.1486111111,positive
Broken,1,its a cute and cool cup but the silicon cap was almost impossible to get on and after 2 uses the inside layer of glass cracked looking into buying a new one from a local shop rather than online,0,cute cool cup silicon cap almost imposs get use insid layer glass crack look buy new one local shop rather onlin,bad,"['cute', 'cool', 'cup', 'silicon', 'cap', 'imposs', 'use', 'insid', 'layer', 'glass', 'crack', 'look', 'buy', 'new', 'local', 'shop', 'onlin']",0.2465909091,positive
Installation was super easy. I've definitely been testing it's weight capacity,3,installation was super easy ive definitely been testing its weight capacity but its holding up pretty well under my ridiculous stack of cookbooks i might get a second to stack the remainder and split the load,1,instal super easi ive definit test weight capac hold pretti well ridicul stack cookbook might get second stack remaind split load,moderate,"['instal', 'super', 'easi', 'definit', 'test', 'weight', 'capac', 'hold', 'pretti', 'ridicul', 'stack', 'cookbook', 'second', 'stack', 'remaind', 'split', 'load']",0.1666666667,positive
"OK, thought I would like them more than I do.",3,you have to install anchors in your wall and they can droop from weight if you put larger hardbound books on it which are what i had hoped to display because of the whole anchor business theyre not easily moved,1,instal anchor wall droop weight put larger hardbound book hope display whole anchor busi theyr easili move,moderate,"['instal', 'anchor', 'wall', 'droop', 'weight', 'large', 'hardbound', 'book', 'hope', 'display', 'anchor', 'busi', 'theyr', 'easili']",0.1,positive
need install help,3,i bought some of these over 2 years ago somehow i or someone took them out of the box i dont have the instructions and i dont have them up yet im not sure how to make the books invisible and the books slide off  please tell me how to put books on them they are beautiful and im ready to use them but cant get them to workthanks,1,bought year ago somehow someon took box dont instruct dont yet im sure make book invis book slide pleas tell put book beauti im readi use cant get workthank,moderate,"['buy', 'year', 'ago', 'someon', 'take', 'box', 'instruct', 'sure', 'book', 'invis', 'book', 'slide', 'plea', 'tell', 'book', 'beauti', 'readi', 'use', 'workthank']",0.5,positive
ehh,3,did not hold the weight it said it would is ok for 4 medium sized books and that is about it,1,hold weight said would ok medium size book,moderate,"['hold', 'weight', 'say', 'medium', 'size', 'book']",0.5,positive
Does not fit hard backbooks.,1,really disappointed that this does not actually fit a normal size hardback book will not purchase again,0,realli disappoint actual fit normal size hardback book purchas,bad,"['realli', 'disappoint', 'actual', 'fit', 'normal', 'size', 'hardback', 'book', 'purchas']",0.1833333333,positive
Not recommended for books over 8 inches deep!,3,manufacturer tells you this after you have received your shelves in the packing materiali wish i had seen this before i bought 3 of these since most of my books are largei will still try it and see if it pulls my wallboard outor falls on my foot,1,manufactur tell receiv shelv pack materiali wish seen bought sinc book largei still tri see pull wallboard outor fall foot,moderate,"['manufactur', 'tell', 'receiv', 'shelv', 'pack', 'materiali', 'wish', 'see', 'buy', 'sinc', 'book', 'largei', 'tri', 'pull', 'wallboard', 'outor', 'fall', 'foot']",0,neutral
I love this unit,1,i love this unit its fun to see on the wall and easy to reach books i want to read next,0,love unit fun see wall easi reach book want read next,bad,"['love', 'unit', 'fun', 'wall', 'easi', 'reach', 'book', 'want', 'read']",0.2666666667,positive
"If you have had these before, ...",3,check the dimensions before you order these are deeper than the ones i have gotten before and most typical books will not fit over the bottom ledge the way they used to  very strange and kind of negates the whole point of getting this wall shelfsince i already installed them i decided to keep and use as a typical wall shelf avoid the bother of uninstalling and leaving holes in the wallsmaybe they come in different depths now for smaller and bigger books,1,check dimens order deeper one gotten typic book fit bottom ledg way use strang kind negat whole point get wall shelfsinc alreadi instal decid keep use typic wall shelf avoid bother uninstal leav hole wallsmayb come differ depth smaller bigger book,moderate,"['check', 'dimen', 'order', 'deep', 'get', 'typic', 'book', 'fit', 'ledg', 'way', 'use', 'strang', 'kind', 'negat', 'point', 'wall', 'shelfsinc', 'alreadi', 'instal', 'decid', 'use', 'typic', 'wall', 'shelf', 'avoid', 'bother', 'uninstal', 'leav', 'hole', 'wallsmayb', 'come', 'differ', 'depth', 'small', 'big', 'book']",0.24,positive
Must have if you're a book nerd.,5,one of the best ideas ive had was to purchase this item,2,one best idea ive purchas item,good,"['good', 'idea', 'purcha', 'item']",1,positive
Five Stars,5,perfect for what i needed,2,perfect need,good,"['perfect', 'need']",1,positive
Five Stars,5,perfect,2,perfect,good,['perfect'],1,positive
buy it!,5,superb,2,superb,good,['superb'],1,positive
Great product.,5,perfect for displaying my collection of hardcover books elegantly,2,perfect display collect hardcov book elegantli,good,"['perfect', 'display', 'collect', 'hardcov', 'book', 'elegantli']",1,positive
Great book holders!,5,perfect and easy to install,2,perfect easi instal,good,"['perfect', 'easi', 'instal']",1,positive
Great floating bookshelves,5,perfect,2,perfect,good,['perfect'],1,positive
Love these,5,perfect for my reading nook,2,perfect read nook,good,"['perfect', 'read', 'nook']",1,positive
this is a great product for my sitting area.,5,works perfect and i was able to put a stack of books on then and a picture,2,work perfect abl put stack book pictur,good,"['work', 'perfect', 'abl', 'stack', 'book', 'pictur']",1,positive
